cer_id,cloud_provider,focus_category,service,title,summary,severity,status
CER-005349,aws,focus_compute,aws-ec2,Underutilized EC2 Instance,"EC2 instances are often overprovisioned based on rough estimates, legacy patterns, or performance buffer assumptions. If an instance consistently uses only a small fraction of its provisioned CPU or memory, it likely represents an opportunity for rightsizing. These inefficiencies persist unless usage is periodically reviewed and instance types are adjusted to align with actual workload requirement",medium,published
CER-005361,aws,focus_database,aws-elasticache,Underutilized ElastiCache Node,"ElastiCache clusters are often sized for peak performance or reliability assumptions that no longer reflect current workload needs. When memory and CPU usage remain consistently low, the node is likely overprovisioned. For Redis, memory is typically the primary sizing constraint, while Memcached workloads may be more CPU-sensitive. In dev, staging, or lightly used production environments, some nod",medium,published
CER-008681,gcp,focus_compute,gcp-compute-engine,Underutilized GCP VM Instance,"GCP VM instances are often provisioned with more CPU or memory than needed, especially when using custom machine types or legacy templates. If an instance consistently consumes only a small portion of its allocated resources, it likely represents an opportunity to reduce costs through rightsizing. Without proactive reviews, these oversized instances can remain unnoticed and continue to incur unnec",medium,published
CER-002207,aws,focus_compute,aws-ec2,Underutilized Instances in EC2 Auto Scaling Group,"Oversized instances within Auto Scaling Groups lead to inflated baseline costs, even when scaling adjusts the number of instances dynamically. When workloads consistently use only a fraction of the available CPU, memory, or network capacity, there is an opportunity to downsize to smaller, less expensive instance types without sacrificing performance. Right-sizing helps balance capacity and efficie",medium,published
CER-004579,aws,focus_compute,aws-eks,Underutilized Kubernetes Workload,"When Kubernetes workloads request more CPU and memory than they actually consume, nodes must reserve capacity that remains unused. This leads to lower node density, forcing the cluster to maintain more instances than necessary. Aligning resource requests with observed utilization improves cluster efficiency and reduces compute spend without sacrificing application performance.",medium,published
CER-009295,azure,focus_ai,azure-cognitive-services,Underutilized PTU Quota for Azure OpenAI Deployments,"When organizations size PTU capacity based on peak expectations or early traffic projections, they often end up with more throughput than regularly required. If real-world usage plateaus below provisioned levels, a portion of the PTU capacity remains idle but still generates full spend each hour. This is especially common shortly after production launch or during adoption of newer GPT-4 class mode",medium,published
CER-004756,aws,focus_storage,aws-ebs,Underutilized Provisioned IOPS on an EBS Volume,"This inefficiency occurs when an EBS volume has provisioned IOPS levels that consistently exceed the actual I/O requirements of the workload it supports. This can happen when performance buffers are estimated too high, usage patterns change over time, or default settings are left unadjusted. Provisioned IOPS above the included baseline generate ongoing charges that may not reflect actual utilizati",medium,published
CER-008986,aws,focus_database,aws-rds,Underutilized RDS Commitment Due to Workload Drift,"RDS workloads often evolve — changing engine types, rightsizing instances, or shifting to Aurora or serverless models. When these changes occur after Reserved Instances have been purchased, the existing commitments may no longer match active usage. This results in silent overspend, as underutilized RIs continue billing without offsetting usage.Unlike Convertible EC2 RIs, RDS RIs cannot be exchange",medium,published
CER-005711,aws,focus_database,aws-rds,Underutilized RDS Instance,"This inefficiency occurs when an RDS instance is consistently operating below its provisioned capacity—for example, showing low CPU, or memory utilization over an extended period. This often results from conservative initial sizing, decreased workload demand, or failure to review and adjust after deployment. Running oversized RDS instances leads to unnecessary compute and licensing costs without d",medium,published
CER-009307,aws,focus_database,aws-dynamodb,Underutilized Read Capacity on a DynamoDB Table,"Provisioned capacity mode is appropriate for workloads with consistent or predictable throughput. However, when read capacity is significantly over-provisioned relative to actual usage, it results in wasted spend. This inefficiency is especially common in dev/test environments, legacy systems, or workloads that have tapered off over time but were never adjusted.",medium,published
CER-004130,snowflake,focus_compute,snowflake-virtual-warehouse,Underutilized Snowflake Warehouse,"Underutilized Snowflake warehouses occur when a workload is assigned a larger warehouse size than necessary. For example, a workload that could efficiently execute on a Medium (M) warehouse may be running on a Large (L) or Extra Large (XL) warehouse.This leads to unnecessary credit consumption without a proportional benefit to performance. Underutilization is often driven by early provisioning dec",medium,published
CER-009150,gcp,focus_compute,gcp-compute-engine,Underutilized VM Commitments Due to Architectural Drift,"VM-based Committed Use Discounts in GCP offer cost savings for predictable workloads, but they are rigid: they apply only to specified VM types, quantities, and regions. When organizations evolve their architecture — such as moving to GKE (Kubernetes), Cloud Run, or autoscaling — usage patterns often shift away from the original commitments. Because GCP lacks flexible reallocation options like AWS",medium,published
CER-007946,aws,focus_database,aws-dynamodb,Underutilized Write Capacity on a DynamoDB Table,"Provisioned capacity mode is appropriate for workloads with consistent or predictable throughput. However, when write capacity is significantly over-provisioned relative to actual usage, it results in wasted spend. This inefficiency is especially common in dev/test environments, legacy systems, or workloads that have tapered off over time but were never adjusted.",medium,published
CER-008856,aws,focus_compute,aws-appstream-2-0,Underutilized or Overprovisioned AppStream Instances,"AppStream fleets often default to instance types designed for worst-case or peak usage scenarios, even when average workloads are significantly lighter. This leads to consistently low utilization of CPU, memory, or GPU resources and inflated infrastructure costs. By right-sizing AppStream instances based on actual workload needs, organizations can reduce spend without compromising user experience.",medium,published
CER-001232,aws,focus_storage,aws-s3,Unexpired Non-Current Object Versions in S3,"When S3 versioning is enabled but no lifecycle rules are defined for non-current objects, outdated versions accumulate indefinitely. These non-current versions are rarely accessed but continue to incur storage charges. Over time, this leads to significant hidden costs, particularly in buckets with frequent object updates or automated data pipelines. Proper lifecycle management is required to limit",medium,published
CER-001153,aws,focus_other,aws-config,Unfiltered Recording of High-Churn Resource Types in AWS Config,"By default, AWS Config can be set to record changes across all supported resource types, including those that change frequently, such as security group rules, IAM role policies, route tables, or network interfaces frequent ephemeral resources in containerized or auto-scaling setupsThese high-churn resources can generate an outsized number of configuration items and inflate costs — especially in dy",medium,published
CER-001877,aws,focus_compute,aws-athena,Unmanaged Growth of Athena Query Output Buckets,"Athena generates a new S3 object for every query result, regardless of whether the output is needed long term. Over time, this leads to uncontrolled growth of the output bucket, especially in environments with repetitive queries such as cost and usage reporting. Many of these files are transient and provide little value once the query is consumed. Without lifecycle rules, organizations pay for unn",medium,published
CER-001361,aws,focus_other,aws-config,Unnecessarily High Recording Granularity in AWS Config,"Organizations frequently inherit continuous recording by default (e.g., through landing zones) without validating the business need for per-change granularity across all resource types and environments. In change-heavy accounts (ephemeral resources, CI/CD churn, autoscaling), continuous mode drives very high CIR volumes with limited additional operational value. Selecting periodic recording for lo",medium,published
CER-005995,aws,focus_compute,aws-lambda,Unnecessary Costs from Unused Lambda Versions with SnapStart,"Many teams publish new Lambda versions frequently (e.g., through CI/CD pipelines) but do not clean up old ones. When SnapStart is enabled, each of these versions retains an active snapshot in the cache, generating ongoing charges. Over time, accumulated unused versions can significantly increase spend without delivering any business value. This problem compounds in environments with high deploymen",medium,published
CER-007529,datadog,focus_other,datadog-logs,Unnecessary Default Log Retention in Datadog,"Many organizations keep Datadog’s default log retention settings without evaluating business requirements. Defaults may extend retention far beyond what is useful for troubleshooting, performance monitoring, or compliance. This leads to unnecessary storage and indexing costs, particularly in non-production environments or for logs with limited value after a short period. By adjusting retention per",medium,published
CER-002018,aws,focus_database,aws-rds,Unnecessary Multi-AZ Configuration for Non-Production RDS Instances,"RDS Multi-AZ deployments are designed for production-grade fault tolerance. In non-production environments, this configuration doubles the cost of database instances and storage with little added value. Unless explicitly required for high-availability testing, Multi-AZ in dev, staging, or test environments typically results in avoidable expense.",medium,published
CER-003385,aws,focus_database,aws-elasticache,Unnecessary Multi-AZ Deployment for ElastiCache in Non-Production Environments,"In non-production environments, enabling Multi-AZ Redis clusters introduces redundant replicas that may not deliver meaningful business value. These replicas are often kept in sync across Availability Zones, incurring both compute and inter-AZ data transfer costs. For development or test clusters that can tolerate occasional downtime or data loss, a single-AZ deployment is typically sufficient and",medium,published
CER-006547,aws,focus_compute,aws-ec2,Unnecessary Multi-AZ Deployment for Non-Production EC2 Instances,"Multi-AZ deployment is often essential for production workloads, but its use in non-production environments (e.g., development, test, QA) offers minimal value. These environments typically do not require high availability, yet still incur the full cost of redundant compute, storage, and data transfer. This results in unnecessary spend without operational benefit.",medium,published
CER-009580,aws,focus_database,aws-opensearch,Unnecessary Multi-AZ Deployment for OpenSearch in Non-Production Environments,"Non-production OpenSearch domains often inherit Multi-AZ configurations from production setups without clear justification. This leads to redundant replica shards across AZs, inflating both compute and storage costs. Unless strict uptime or fault tolerance requirements exist, most dev/test workloads do not benefit from Multi-AZ redundancy.",medium,published
CER-004691,gcp,focus_database,gcp-bigquery,Unnecessary Reset of Long-Term Storage Pricing in BigQuery,"BigQuery incentivizes efficient data retention by cutting storage costs in half for tables or partitions that go 90 days without modification. However, many teams unintentionally forfeit this discount by performing broad or unnecessary updates to long-lived datasets — for example, touching an entire table when only a few rows need to change. Even small-scale or programmatic updates can trigger a f",medium,published
CER-004714,databricks,focus_ai,databricks-vector-search,Unnecessary Use of Embeddings for Simple Retrieval Tasks,"Embedding-based retrieval enables semantic matching even when keywords differ. But many Databricks workloads—catalog lookups, metadata search, deterministic classification, or fixed-rule routing—do not require semantic understanding. When embeddings are used anyway, teams incur DBU cost for embedding generation, additional storage for vector columns or indexes, and more expensive similarity-search",medium,published
CER-009914,aws,focus_ai,aws-bedrock,Unnecessary Use of Embeddings for Simple Retrieval Tasks,"Embeddings enable semantic search by converting text into vectors that capture meaning. Keyword or metadata search performs exact or simple lexical matches. Many workloads—FAQ lookup, helpdesk routing, short product lookups, or rule-based filtering—do not benefit from semantic search. When embeddings are used anyway, organizations pay for embedding generation, vector storage, and similarity search",medium,published
CER-009915,snowflake,focus_ai,snowflake-cortex,Unnecessary Use of Embeddings for Simple Retrieval Tasks,"Embeddings enable semantic similarity search by representing text as high-dimensional vectors. Keyword search, however, returns results based on lexical matches and is often sufficient for simple retrieval tasks such as FAQ matching, deterministic filtering, metadata lookup, or rule-based routing. When embeddings are used for these low-complexity scenarios, organizations pay for compute to generat",medium,published
CER-009916,azure,focus_ai,azure-cognitive-services,Unnecessary Use of Embeddings for Simple Retrieval Tasks,"Embeddings enable semantic retrieval by capturing the meaning of text, while keyword search returns results based on exact or lexical matches. Many Azure workloads—FAQ search, routing, deterministic classification, or structured lookups—achieve the same or better accuracy using simple keyword or metadata filtering. When embeddings are used for these uncomplicated tasks, organizations pay for token",medium,published
CER-009917,gcp,focus_ai,gcp-vertex-ai,Unnecessary Use of Embeddings for Simple Retrieval Tasks,"Embeddings allow semantic search — they map text into vectors so the system can find content with similar meaning, even if the keywords don’t match. Keyword or metadata search, by contrast, looks for exact terms or simple filters. Many workloads (FAQ lookups, short product searches, rule-based routing) do not need semantic understanding and perform just as well with basic keyword logic. When teams",medium,published
CER-002089,azure,focus_database,azure-sql,Unnecessary Use of RA-GRS for Azure SQL Backup Storage,"Azure SQL databases often use the default backup configuration, which stores backups in RA-GRS storage to ensure geo-redundancy. While suitable for high-availability production systems, this level of resilience may be unnecessary for development, testing, or lower-impact workloads.Using RA-GRS without a business requirement results in avoidable costs. Downgrading to LRS or ZRS — where appropriate ",medium,published
CER-003284,gcp,focus_database,gcp-bigquery,Unoptimized Billing Model for BigQuery Dataset Storage,"Highly compressible datasets, such as those with repeated string fields, nested structures, or uniform rows, can benefit significantly from physical storage billing. Yet most datasets remain on logical storage by default, even when physical storage would reduce costs.This inefficiency is common for cold or infrequently updated datasets that are no longer optimized or regularly reviewed. Because st",medium,published
CER-007849,aws,focus_storage,aws-ebs,Unused EBS Volume Attached to a Stopped EC2 Instance,"This inefficiency occurs when an EC2 instance is stopped but still has one or more attached EBS volumes. Although the compute resource is not generating charges while stopped, the attached volumes continue to incur full storage and performance-related costs. These volumes are often overlooked in cost reviews, especially if the instance is temporarily paused or has been left in a stopped state long",medium,published
CER-004410,aws,focus_storage,aws-s3,Unused S3 Storage Lens Advanced,"S3 Storage Lens Advanced provides valuable insights into storage usage and trends, but it incurs a recurring cost. Organisations often enable it during an optimization initiative but fail to turn it off afterwards. When no active storage efficiency efforts are underway, these advanced metrics can become an unnecessary expense, especially at large scale across many buckets.Advanced metrics include ",medium,published
CER-003917,aws,focus_ai,aws-bedrock,Using High-Cost Bedrock Models for Low-Complexity Tasks,"Many Bedrock workloads involve low-complexity tasks such as tagging, classification, routing, entity extraction, keyword detection, document triage, or lightweight summarization. These tasks **do not require** the advanced reasoning or generative capabilities of higher-cost models such as Claude 3 Opus or comparable premium models. When organizations default to a high-end model across all applicat",medium,published
CER-009918,azure,focus_ai,azure-cognitive-services,Using High-Cost Models for Low-Complexity Tasks,"Some workloads — such as text classification, keyword extraction, intent detection, routing, or lightweight summarization — do not require the capabilities of the most advanced model families. When high-cost models are used for these simple tasks, organizations pay elevated token rates for work that could be handled effectively by more efficient, lower-cost models. This mismatch typically arises f",medium,published
CER-004421,gcp,focus_ai,gcp-vertex-ai,Using High-Cost Models for Low-Complexity Tasks,"Vertex AI workloads often include low-complexity tasks such as classification, routing, keyword extraction, metadata parsing, document triage, or summarization of short and simple text. These operations do **not** require the advanced multimodal reasoning or long-context capabilities of larger Gemini model tiers. When organizations default to a single high-end model (such as Gemini Ultra or Pro) a",medium,published
